,address,year,day,length,weight,count,looped,neighbors,income,label
165,124mtgNTJmEQqCpqB1yFh6go8MTrFnUcX2,2017,27,144,0.362539460019789,4807,0,2,196066608.0,princetonCerber
166,124o14rxNyvFMQM8yJuJFcKprxPtVHq8H5,2016,137,0,0.5,1,0,2,70000000.0,princetonCerber
167,124pf8wT7SGfKENQ2o4wYEgJC3tA3U5b5W,2016,125,144,0.0198700373336465,7503,0,2,125000000.0,princetonCerber
168,124RvAEuuCptkzZEEttPxXvH6tSnXJ3XN5,2017,60,36,0.00390625,1,0,2,100050000.0,princetonCerber
169,124srvGnUNzg1AAiXYgoQj2PwocehAJLX9,2016,155,0,1.0,1,0,2,120000000.0,montrealCryptXXX
170,124srvGnUNzg1AAiXYgoQj2PwocehAJLX9,2016,160,2,0.5,1,0,2,120000000.0,montrealCryptXXX
171,124XtfRqTrw1HP1g15z15cVXB38T3EwUZR,2016,99,0,0.5,1,0,1,410000000.0,princetonLocky
172,1251GTBafwFoEKc9XffTnaGAhyM1V1op3G,2016,161,0,0.5,1,0,2,120050000.0,montrealCryptXXX
173,12524A8PP7PFcDXa9BpGHqhPuVcciCvCn8,2016,56,144,0.0781250196254975,9543,0,1,50000000.0,princetonLocky
174,12538pAHvNXTgpZq1vFJ3xmdi1mK9Z4sJo,2017,54,4,0.0277777777777778,1,0,2,100000000.0,princetonCerber
175,125AdRL3iYR4dDnoyUAv7nqNMYsC7sZcYz,2017,135,4,1.0,1,0,2,74872880.0,princetonCerber
176,125AoxRRMZz5GpASK5sCChATKfNvbSzBF5,2016,84,0,0.5,1,0,2,100000000.0,princetonLocky
177,125Bt91xWLH9AfB1UB3e14Ew17A9Y3id1X,2016,160,4,3.0,3,0,2,125000000.0,princetonCerber
178,125CumpADmsyhByPszDem7Bda7XhZ8Sc7q,2016,120,144,0.0104768124845657,3561,0,2,125000000.0,princetonCerber
179,125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,138,44,0.25,1,0,2,120000000.0,montrealCryptXXX
180,125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,145,0,0.5,1,0,2,120000000.0,montrealCryptXXX
181,125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,133,122,0.0004892349245437,5,0,2,120000000.0,montrealCryptXXX
182,125DiUeg9dQ4LXfTJRYaSafYAbWPawooEd,2016,134,74,4.76837158203125e-07,1,0,2,120000000.0,montrealCryptXXX
183,125DQSTKMArzmkBUfoj8GLPsR25ypby6Xz,2013,311,0,0.5,1,0,2,100000000.0,montrealCryptoLocker
184,125DQSTKMArzmkBUfoj8GLPsR25ypby6Xz,2013,337,22,0.0078125,1,0,2,70620000.0,montrealCryptoLocker
185,125DU467DRf6JBvS2Q49jsYdY4ZvVGBbUc,2016,226,0,1.0,1,0,1,410939493.0,princetonLocky
186,125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,137,44,1.52587890625e-05,1,0,2,120000000.0,montrealCryptXXX
187,125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,140,0,0.25,1,0,2,120000000.0,montrealCryptXXX
188,125earjdxmmE8Yhszv4dqmrH3jUzSG9DJH,2016,134,2,0.666666666666667,2,0,4,240000000.0,montrealCryptXXX
189,125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,198,14,0.015625,1,0,1,250833124.0,paduaCryptoWall
190,125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,175,144,0.186363137663486,2973,0,1,208000000.0,paduaCryptoWall
191,125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,248,2,0.25,1,0,1,318000000.0,paduaCryptoWall
192,125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,246,8,0.015625,3,0,1,318000000.0,paduaCryptoWall
193,125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,195,132,1.13686837721616e-13,1,0,1,250000000.0,paduaCryptoWall
194,125EwHm5Epaxay8A3NWtVTc1oKmHVRsnDu,2015,247,4,0.25,1,0,1,226415235.0,paduaCryptoWall
195,125FCpENaKRu95psPP8gETM9u2EmvfAhF2,2013,284,90,0.625000007450581,5,0,1,200000000.0,montrealCryptoLocker
196,125LPRJuPss9H6ZiaY8NBngn4VsKfS5fxo,2016,135,0,0.5,1,0,2,64882935.0,princetonCerber
197,125MojD5wAy6YdZMwgWGPhv3WuhzDEgMue,2016,168,4,1.0,1,0,2,74030000.0,princetonCerber
198,125nzBhomPsMxSt4KwJZzBwE2ZEaDPi3ip,2014,79,0,1.0,1,0,2,144066297.0,paduaCryptoWall
199,125vS1drhzddwkCAZfrMUjxMBU8xJ7Be9v,2013,284,0,1.0,1,0,1,200000000.0,montrealCryptoLocker
